post_text,label,split
" dannyboh newmediarules morning joe trump , putin , scarborough , fox , brietbart , evangelicals , you ! https t . co l zplwflg",positive,val
user daylocksmithos https t . co qp kiqrlpx,positive,val
" joyannreid trump s got many dancing to his tune ! ! ! dancers , trumps tune is destruction of america based on his nar https t . co pc diamxmz",positive,val
quote me a cleaner is now following me on twitter ! thank you quote me a cleaner ! say hello https t . co hdlasiffk https t . co qj c ffyz ,positive,val
 nedasaufi ahahsjahxbdjjs . i though no one would see this,positive,val
user thekelvinpartnership https t . co egoyas pns,positive,val
you should let me love you,positive,val
 kellyannepolls you putz ! ! ! since djt cares for no one but djt nothing you declare can happen ! he has to care abou https t . co xmyzmasmno,positive,val
clary isabelle let these soft sapphics rise love amp trust each other implicitly every interaction is gay https t . co pgugoa wv,positive,val
rt alyciajdebnam point percent of these fuckboys cant fuck me ch ch dun dun dun damn dun dun dun bitch https t . co f zbedgl a,positive,val
user eydaceylanphotography https t . co rd otwtuo,positive,val
user nationalchampionship https t . co hadqmcdgty,positive,val
 adhamarif uuu . thankyou ! ,positive,val
rt yongforhashtags rt anisayusalan thank you for everything gopaytwin yong https t . co zxmzbiwbgt,positive,val
haiz . relapsing back . this is not good . ,positive,val
 deionsanders you should know . ,positive,val
 lindacurley what ? how did you miss epi ? but you ll love the rest ! ,positive,val
rt madreeve azfarovski reminder we used to sacrifice people like you to the rain god,positive,val
rt tvline new howimetyourmother spinoff in the works from thisisus eps https t . co hhpjbmetdx https t . co cwixo c t,positive,val
mount dora dryer vent cleaning https t . co htyfslpy k,positive,val
 blcakcanary mood always ! ! ! ! ! ! ,positive,val
omg . . . . idk where amie is but . i know this girl isnt trying to get me to watch rogue one when that happens . . . . . . . ,positive,val
start na guyz yong paytforluckysun,positive,val
 dollahkhair nah not really . i responded with an acceptable answer . you re still invalid . ,positive,val
" cameronhoodkin the famous verena , , , , , ",positive,val
 cameronhoodkin i was truly bamboozled,positive,val
the handyman perth https t . co nmi chac ,positive,val
sigmond duggen is now following me on twitter ! thank you sigmond duggen ! say hello anytime https t . co deaj dyhq https t . co bomlrjydu ,positive,val
uk deed poll online office ltd https t . co rwfkthixn ,positive,val
 . . . . . i think the new pencil i bough is faulty too . what the bloody hell . ,positive,val
user anambam https t . co dwaslu zbk,positive,val
" politicomag that s what we need ! ! ! nixon intermediary or assistant ? ? , working for both ? ? ? https t . co bnyxokpqcj",positive,val
park communications ltd https t . co xyz jqqpdm https t . co dfm mxqfdh,positive,val
there s an albino chick in god eater . wooo,positive,val
 vltsmrz aww . thankyou ! i love making mins sketch challenges . it helps when you re a lazy ass . ,positive,val
user ufc ippv https t . co mkb x ywsb,positive,val
" thehill unpresidential ! only thugs do this ! gangster model , putin model . . . . how can any sane person support thi https t . co r d bxeu",positive,val
 sitiamiramdali awh . but watching your friend jog with his gal sounds fun though not creepy ,positive,val
 rhaeman rafshan that couldve easily been photoshopped . ,positive,val
st . bernard https t . co r a hvmsle https t . co l zxchl z,positive,val
 . zayin a dick in hebrew . . . slang,positive,val
"rt keiynanlonsdale honestly , i think if he had his own way he would use best hero of all time , of all time . https t . co u ssytpxf ",positive,val
no matter how hard i still care gopaytwin yong,positive,val
clickaway san leandro verizon store phone repair computerrepair https t . co ezmf mtpin,positive,val
 cameronhoodkin stop this i m bonding with steezy,positive,val
if you really wan to be informed watch cbsthismorning ! ! ! ! ! ! ! https t . co daqwwms h,positive,val
i love being dead inside ! https t . co bxzg lxc ,positive,val
"dad what you should ve told her is . throughout history , it is shown that smoking has been prominent irregardless of genders ",positive,val
fuck the packers . go lions . snf . https t . co izsfryxptw,positive,val
alemcredits https t . co f hyevprac,positive,val
richard calhoun is now following me on twitter ! thank you richard calhoun ! say hello anyti https t . co x fdkmrayg https t . co dnttg noy,positive,val
 nytpolitics joe amp mika partyed with trump on news years eve ! ,positive,val
 hananyxnyx yes but there were no elvish words on it tho ? ,positive,val
user allied spokane https t . co uofh rd,positive,val
 young minutes tjlang fuck green bay ! the lions have beaten aaron rodgers before and they ll play a lot better at home . golions,positive,val
 lee enjoy ! ,positive,val
rt dovecameron i love girls women so much . like . wow . so much appreciation for my own sex . wow wow wow . boys watch out imma steal y ,positive,val
fuck i ve got a mean skreak,positive,val
 lydiamcrtins i havent taken it yet she s having some personal problems and i asked her if she was going in and she said no so like im,positive,val
rt cnnpolitics republicans face early stumbling blocks on repealing obamacare https t . co hfs lwbz j https t . co tbx oxi mg,positive,val
sometimes when we touch wearepayting foryong,positive,val
 warning very heartbreaking amp depressing sad story thread https t . co wriiaq r s,positive,val
user dawson https t . co rykjcfasjx,positive,val
for a rack a night these niggas better have cable . . . . i m real life scrolling through the pics looking for a tv haha https t . co bi vgmy o,positive,val
"trump quotes putin in tweet slamming clinton , democrats https t . co eubxqidycr trump accepts putin suggestions today ! no lt no lt no lt nonever",positive,val
" i want to spend eons with you , clarke griffin ib ac emilia s bastard vine by hellaheda https t . co fqdns ggae",positive,val
 cameronhoodkin shy the ufkck up,positive,val
i strive to achieve balance in both this world and hereafter . so why not ukur berapa kali dia pergi haj . . . . . . . in https t . co n vhj lh r,positive,val
 hereisgina i had a really bad night but i saw you on my tl amp you remind me of my best friend and that made me feel a lil better ur a gem ,positive,val
user referlinksonlinemarketing https t . co cgqwiofjje,positive,val
"oh girl , , , , mariah . . . . . ",positive,val
"this audio . the way he says clarke , , , , , , , , , , https t . co ovbzaazxrb",positive,val
" foxnews realdonaldtrump bet you can t burn the russian flag ! will get you shot , your family shot and your dog shot . . . . . . . . . . . . . . right ",positive,val
rt nice wearepayting foryong,positive,val
user shwetagupte https t . co ehgfbx dqm,positive,val
no matter how much sleep i get i still feel tired throughout the day,positive,val
"sagefrog marketing group , llc https t . co wzg hslt n",positive,val
i m so fat . ,positive,val
 underwhoos thatiovish dmed emeraude in a really respectful way and explained what was happening w the box braids and em blocked her omg,positive,val
rip my holidays . ,positive,val
"rt kuvshinov ilya nier automata s demo is awesome , so here s my yet another fan art ! https t . co jpuqedeftv https t . co hpamoexslg",positive,val
 tracilordswikia gorgeous ! ,positive,val
 superhamza farrukhgbaloch just wait till we get home,positive,val
rt thefunnyteens me in im going to eat healthy in me in https t . co coqr s x p,positive,val
user craig plahn https t . co jv n yt qz,positive,val
" gop will be authored by generals , billionaires , fox contributors , alt right voices , putins propaganda , and a sick https t . co mz pigruqm",positive,val
 adclaidekanes also yes maria ik i have a lot of emails,positive,val
 shakakans did you only start on the k government contribution ? ,positive,val
 fishfqh bin daddy,positive,val
be good nmn to us wearepayting foryong,positive,val
proposal inboundddd . ,positive,val
i used to wonder what albinos look like naked . whether we re the same or whether we re different . ,positive,val
"when i type lol , i m really laughing out loud , but when i type lol , i m just chuckling , you know , i find something humorous . ",positive,val
 unbaliable aaay girl you know it,positive,val
yhvh is a cool guy and a reliable friend . ,positive,val
 pu whowhyni rt manual,positive,val
" shidachipsmore so if i were in penang , i can drink water straight from the tap ? honey pack your bags . we re going to be islanders . ",positive,val
one smile can start a friendship fivereasonstofollow yong,positive,val
"i hate snow , i love snow , i hate that i love snow . ",positive,val
rt teilmewhatslove what da actual fuck malaysian exo ls had started queuing up for exordium ticket launch in im having goosebumps ht ,positive,val
the only sex that constantly needs to justify their singleness . say they re loving it . say they re doing well . ,positive,val
